id,address,city,neighborhood,lat,lon,property_type,bedrooms,bathrooms,gla_sqft,lot_size_sqft,year_built,sale_date,sale_price
AB-01315,6845 Memorial Blvd NW,Edmonton,Terwillegar,53.453915,-113.581785,Semi-Detached,3,4.0,1606,3125,1997,2024-10-22,547000
AB-01316,6406 Spruce Way NW,Edmonton,Windermere,53.448168,-113.614477,Semi-Detached,3,3.0,1365,3590,2024,2025-07-28,561300
AB-01317,2194 Spruce Ave SW,Calgary,Kensington,51.061098,-114.102561,Townhouse,3,3.0,1247,0,1982,2025-03-06,546600
AB-01318,547 Sunalta Ave SW,Calgary,Mahogany,50.89935,-113.931162,Condo,3,1.5,1122,0,1980,2025-05-23,363000
AB-01319,1812 Glenmore Way NW,Edmonton,Old Strathcona,53.521932,-113.523622,Condo,2,1.0,636,0,1986,2024-07-03,166100
AB-01320,19800 Aspen Dr NW,Edmonton,Old Strathcona,53.502099,-113.483573,Detached,4,2.0,1684,2590,1995,2024-12-18,611600
AB-01321,1610 Riverside St SW,Calgary,Evanston,51.166443,-114.086029,Condo,3,2.0,1227,0,1955,2025-10-10,316300
AB-01322,7865 Hawthorn St NW,Edmonton,Old Strathcona,53.521882,-113.450732,Semi-Detached,3,2.5,1653,3333,1976,2024-10-29,582800
AB-01323,6487 Spruce Way SE,Calgary,Kensington,51.051228,-114.112783,Townhouse,3,2.0,1593,0,2025,2025-04-07,822900
AB-01324,9830 Memorial St NW,Calgary,Mount Royal,51.034688,-114.124146,Detached,2,2.0,1586,6446,1987,2024-12-29,1060600
AB-01325,1930 Township Gate SE,Calgary,Auburn Bay,50.87957,-113.9535,Townhouse,2,2.5,1473,0,1979,2025-10-30,458200
AB-01326,2109 Heritage Ave NE,Calgary,Signal Hill,51.073261,-114.181797,Townhouse,2,3.0,1596,0,2017,2025-05-23,562000
AB-01327,1602 Glenmore Dr NW,Calgary,Evanston,51.171452,-114.086718,Semi-Detached,3,1.5,1475,3818,2004,2025-12-12,485500
AB-01328,17962 Jasper Cres NW,Edmonton,Oliver,53.537488,-113.512045,Detached,3,3.0,1501,6974,1969,2025-04-24,651500
AB-01329,548 Glenmore Ave NW,Edmonton,Garneau,53.504529,-113.545742,Detached,5,5.0,2671,2700,2006,2024-06-24,1002500
AB-01330,12288 Prospect Blvd NW,Edmonton,Bonnie Doon,53.536026,-113.460382,Detached,5,3.0,2695,3067,1988,2025-01-27,891100
AB-01331,2358 Memorial St NE,Calgary,Beltline,51.029025,-114.076084,Semi-Detached,2,3.5,1360,4018,1978,2025-12-22,664300
AB-01332,3561 Bow St NW,Edmonton,Bonnie Doon,53.526826,-113.465551,Condo,2,1.5,554,0,1999,2025-05-27,131100
AB-01333,5697 Aspen Way NW,Calgary,Evanston,51.145195,-114.095563,Detached,5,3.0,2577,6188,1982,2025-07-14,1016200
AB-01334,12703 Maple Rd NW,Edmonton,Westmount,53.545197,-113.527717,Condo,2,2.0,744,0,2000,2024-09-30,189100
AB-01335,7680 Jasper Dr NE,Calgary,Evanston,51.158349,-114.079026,Detached,4,3.5,1997,4774,1958,2025-03-25,694800
AB-01336,5109 Elbow Dr SW,Calgary,Tuscany,51.125364,-114.215031,Condo,3,2.5,1162,0,2006,2024-07-16,354400
AB-01337,9180 Township Gate NE,Calgary,Mount Royal,51.021221,-114.079597,Semi-Detached,4,2.5,1426,3341,1965,2025-06-02,813800
AB-01338,2820 Heritage Rd SW,Calgary,Tuscany,51.117447,-114.194204,Detached,6,5.0,2630,3051,2010,2024-08-11,957500
AB-01339,18957 Maple Ave NW,Edmonton,Glenora,53.545607,-113.542684,Semi-Detached,3,3.0,1576,3162,2001,2025-04-02,696700
AB-01340,6319 Saddleback Dr NE,Calgary,Mount Royal,51.019198,-114.091309,Condo,3,3.0,1125,0,1955,2025-10-15,510000
AB-01341,5038 Crowchild Gate NW,Calgary,Bridgeland,51.049705,-114.051173,Townhouse,2,2.5,1597,0,1991,2024-07-10,593000
AB-01342,500 Heritage Gate SE,Calgary,Signal Hill,51.064938,-114.165477,Detached,4,3.5,2035,4727,1979,2026-04-21,896200
AB-01343,18801 Whyte Way NW,Edmonton,Garneau,53.506347,-113.520083,Detached,5,4.5,3122,3223,1969,2024-08-20,1060900
AB-01344,5402 Crowchild Cres NW,Calgary,Beltline,51.036662,-114.114383,Detached,6,4.0,2690,3318,2002,2025-03-29,1358900
AB-01345,6385 Whyte Rd SE,Calgary,Mahogany,50.892767,-113.917104,Condo,2,2.5,1000,0,2003,2024-06-11,322600
AB-01346,879 Saddleback Cres NW,Edmonton,Terwillegar,53.464816,-113.571956,Semi-Detached,2,1.5,1382,3063,1994,2025-10-07,463200
AB-01347,16072 Riverside Cres NW,Edmonton,Windermere,53.438079,-113.639016,Semi-Detached,3,1.5,1442,2228,2009,2025-02-21,552100
AB-01348,5200 Sunalta Way SE,Calgary,Inglewood,51.048872,-114.026592,Semi-Detached,3,2.5,1689,3407,1980,2025-10-19,713700
AB-01349,4530 Crowchild Way NE,Calgary,Beltline,51.03996,-114.056986,Detached,6,5.0,2517,5232,1962,2025-06-27,1287900
AB-01350,9494 Glenmore St NW,Edmonton,Terwillegar,53.467492,-113.608722,Detached,6,5.0,2710,5016,1967,2025-05-05,991700
AB-01351,2360 Heritage Rd SW,Calgary,Inglewood,51.042467,-114.016455,Condo,3,1.5,777,0,1958,2025-12-31,289200
AB-01352,13018 Crowchild Ave NW,Edmonton,Terwillegar,53.438973,-113.59144,Detached,4,3.0,1777,3674,1973,2026-03-20,621300
AB-01353,3297 Memorial Cres SE,Calgary,Bridgeland,51.047848,-114.054479,Detached,5,3.0,2398,6400,1994,2024-12-04,1313700
AB-01354,1933 Spruce Dr SW,Calgary,Evanston,51.169544,-114.110981,Detached,4,3.5,2087,6172,2009,2025-02-14,841500
AB-01355,6539 Bow Dr NE,Calgary,Beltline,51.054562,-114.090733,Detached,3,2.5,1407,4373,2019,2024-08-09,730200
AB-01356,1987 Prospect Way NW,Edmonton,Old Strathcona,53.521456,-113.489553,Townhouse,3,3.0,1648,0,2024,2024-10-31,589700
AB-01357,12787 Glenmore Rd NW,Edmonton,Terwillegar,53.455704,-113.583319,Condo,2,2.5,582,0,2024,2026-03-10,192800
AB-01358,6034 Jasper St SE,Calgary,Auburn Bay,50.884296,-113.946653,Semi-Detached,2,1.5,1368,4157,1971,2024-11-13,427900
AB-01359,8058 Aspen Gate NW,Calgary,Inglewood,51.049545,-114.029918,Condo,1,1.0,625,0,2025,2026-04-25,253800
AB-01360,4820 Cedar Cres NW,Calgary,Auburn Bay,50.86072,-113.935647,Condo,2,2.0,794,0,1986,2026-01-22,223700
AB-01361,3252 Elbow Gate NW,Edmonton,Bonnie Doon,53.509757,-113.473925,Detached,4,3.5,2177,6682,1991,2025-10-19,858100
AB-01362,6230 Prospect Rd NW,Calgary,Auburn Bay,50.863048,-113.9561,Condo,1,1.0,1002,0,2013,2026-02-26,300500
AB-01363,6008 Whyte Way SW,Calgary,Signal Hill,51.052307,-114.160505,Detached,4,3.5,1899,3565,1966,2025-11-19,759200
AB-01364,7176 Willow Gate NW,Calgary,Auburn Bay,50.898663,-113.949246,Semi-Detached,3,4.0,1688,2793,1989,2026-01-23,677000
AB-01365,18101 Township Blvd NW,Edmonton,Garneau,53.522994,-113.522303,Detached,5,5.0,2598,6903,2015,2024-11-06,1263800
AB-01366,14747 Crowchild Ave NW,Edmonton,Garneau,53.513001,-113.537922,Condo,2,1.5,597,0,1983,2026-03-29,151400
AB-01367,9258 Elbow Dr SW,Calgary,Auburn Bay,50.882422,-113.964456,Semi-Detached,4,2.0,1898,3363,2005,2024-11-29,714800
AB-01368,9731 Jasper Gate NW,Calgary,Inglewood,51.035327,-114.035406,Townhouse,3,2.5,1286,0,2008,2025-05-30,518100
AB-01369,325 Sunalta Ave NW,Edmonton,Glenora,53.532089,-113.530047,Condo,3,1.5,1069,0,2002,2025-04-20,392200
AB-01370,5883 Elbow Blvd NW,Edmonton,Windermere,53.432244,-113.610289,Semi-Detached,3,2.5,1262,2114,1988,2024-11-20,461500
AB-01371,2248 Crowchild Dr SE,Calgary,Signal Hill,51.07422,-114.183978,Detached,4,4.0,2596,2638,1960,2025-04-02,980100
AB-01372,916 Memorial Rd SE,Calgary,Beltline,51.037218,-114.085619,Detached,4,2.5,2059,4384,2024,2025-09-03,1120000
AB-01373,7072 Maple Dr NW,Edmonton,Old Strathcona,53.495967,-113.475635,Detached,5,3.5,2491,4987,1979,2025-09-25,1055700
AB-01374,14361 Cedar Dr NW,Edmonton,Westmount,53.560026,-113.531088,Condo,3,2.0,814,0,1958,2025-10-10,215700
AB-01375,7534 Jasper Way NE,Calgary,Auburn Bay,50.875127,-113.943348,Detached,4,3.0,1678,3893,1959,2025-05-10,688300
AB-01376,8028 Whyte Blvd SE,Calgary,Beltline,51.043608,-114.069769,Detached,4,3.0,1993,4519,1991,2026-03-23,1037900
AB-01377,14782 Riverside Gate NW,Edmonton,Garneau,53.518276,-113.520768,Townhouse,4,3.5,1525,0,1985,2025-01-16,519300
AB-01378,16974 Glenmore Ave NW,Edmonton,Westmount,53.55377,-113.547338,Detached,4,3.5,1682,5377,2000,2024-10-26,624300
AB-01379,10366 Macleod Cres NW,Edmonton,Summerside,53.422406,-113.404147,Townhouse,3,1.0,1001,0,2024,2026-01-02,305500
AB-01380,10448 Township Rd NW,Edmonton,Old Strathcona,53.527159,-113.517635,Townhouse,3,2.0,1220,0,1997,2025-04-27,401100
AB-01381,7042 Prospect Way SW,Calgary,Kensington,51.036455,-114.120847,Detached,5,4.5,2727,6439,2023,2025-07-25,1652600
AB-01382,1440 Hawthorn Rd SW,Calgary,Evanston,51.173685,-114.097399,Semi-Detached,3,3.0,1680,3136,1994,2025-01-24,568700
AB-01383,1788 Crowchild St NE,Calgary,Mount Royal,50.999853,-114.078656,Detached,3,2.0,1746,5752,2009,2024-08-24,1208400
AB-01384,14060 Sunalta Dr NW,Edmonton,Old Strathcona,53.506856,-113.487451,Condo,2,1.5,846,0,2023,2024-08-24,257600
AB-01385,6108 Macleod Rd NE,Calgary,Inglewood,51.034545,-114.039369,Townhouse,2,2.0,954,0,1979,2026-03-14,381400
AB-01386,9621 Riverside St NE,Calgary,Beltline,51.030734,-114.101308,Detached,2,3.0,1727,6622,1971,2026-03-10,909900
AB-01387,9343 Crowchild Rd NW,Calgary,Kensington,51.05458,-114.070164,Semi-Detached,3,2.0,1676,2652,1964,2024-09-16,798400
AB-01388,9278 Sunalta Ave NW,Edmonton,Old Strathcona,53.520455,-113.50707,Condo,2,2.5,934,0,1979,2025-12-02,274600
AB-01389,6968 Crowchild Way NW,Edmonton,Old Strathcona,53.497327,-113.501511,Townhouse,3,2.0,1236,0,2014,2026-04-02,449300
AB-01390,4042 Willow Ave NE,Calgary,Evanston,51.172161,-114.087278,Townhouse,3,2.0,1085,0,2002,2024-09-21,302300
AB-01391,8777 Memorial Gate NW,Edmonton,Bonnie Doon,53.508284,-113.454743,Detached,4,2.0,1931,6528,2025,2025-03-08,778500
AB-01392,18902 Sunalta Way NW,Edmonton,Oliver,53.561776,-113.505032,Detached,3,4.0,1578,2695,2011,2024-09-16,517400
AB-01393,17031 Prospect Dr NW,Edmonton,Bonnie Doon,53.513262,-113.466892,Detached,4,4.0,2989,5637,1996,2025-10-22,1058900
AB-01394,2414 Heritage Rd NW,Calgary,Bridgeland,51.050146,-114.059664,Condo,1,1.0,805,0,1996,2025-07-26,296800
AB-01395,1202 Riverside Way NE,Calgary,Evanston,51.178152,-114.097458,Detached,4,4.0,2087,5271,1995,2026-03-09,841800
AB-01396,7716 Spruce Gate NW,Calgary,Tuscany,51.121254,-114.226527,Townhouse,2,2.5,1219,0,1994,2024-11-30,377500
AB-01397,6034 Willow Rd SE,Calgary,Tuscany,51.107892,-114.257135,Detached,4,3.0,1897,6335,1992,2024-08-14,766700
AB-01398,126 Heritage Ave SE,Calgary,Evanston,51.164626,-114.095725,Townhouse,3,3.0,1468,0,1957,2024-12-15,374800
AB-01399,1119 Cedar Ave SW,Calgary,Signal Hill,51.069286,-114.180047,Condo,1,1.0,1024,0,1989,2025-07-14,297600
AB-01400,14366 Saddleback St NW,Edmonton,Glenora,53.520728,-113.546305,Detached,5,5.0,2545,3606,2021,2025-07-15,1225500
AB-01401,10647 Hawthorn St NW,Edmonton,Windermere,53.42165,-113.6173,Detached,4,3.0,1878,6965,2023,2026-04-04,951400
AB-01402,9502 Whyte Way NW,Edmonton,Garneau,53.526982,-113.495581,Townhouse,4,3.5,1414,0,1986,2026-02-28,498400
AB-01403,9964 Glenmore Cres NW,Calgary,Evanston,51.174954,-114.076154,Detached,3,4.0,1917,3855,2000,2024-09-03,669800
AB-01404,515 Sunalta Cres SW,Calgary,Mount Royal,51.022247,-114.100792,Condo,2,1.5,859,0,1991,2024-10-11,397800
AB-01405,4683 Spruce Blvd NW,Edmonton,Old Strathcona,53.516422,-113.494325,Condo,4,1.0,1083,0,1970,2024-11-28,310800
AB-01406,1897 Bow Way NW,Edmonton,Westmount,53.552453,-113.555061,Semi-Detached,3,3.5,1284,3936,2014,2024-11-25,466900
AB-01407,7798 Whyte Blvd NW,Edmonton,Garneau,53.519961,-113.516443,Detached,3,3.5,2272,7008,1969,2024-08-27,1017500
AB-01408,12121 Glenmore St NW,Edmonton,Bonnie Doon,53.539565,-113.456665,Detached,4,4.0,2373,4067,1989,2024-08-17,920500
AB-01409,451 Riverside Ave NW,Edmonton,Windermere,53.452124,-113.647398,Detached,4,4.5,2168,6964,1996,2025-04-28,1013300
AB-01410,9848 Prospect Cres NW,Edmonton,Oliver,53.576084,-113.488515,Semi-Detached,3,1.5,1501,3286,1965,2025-12-30,470000
AB-01411,4168 Bow Gate NW,Edmonton,Summerside,53.405624,-113.432243,Detached,4,2.5,1610,6326,2000,2025-10-27,606000
AB-01412,9654 Willow St NE,Calgary,Signal Hill,51.069082,-114.144036,Condo,2,1.5,1056,0,2022,2026-03-17,376400
AB-01413,12246 Willow Cres NW,Edmonton,Terwillegar,53.45508,-113.575161,Detached,3,3.5,1742,7245,1986,2024-08-12,762000
AB-01414,8776 Prospect Blvd NW,Edmonton,Glenora,53.542628,-113.549932,Semi-Detached,3,3.0,1427,3633,1966,2026-05-27,603800
AB-01415,7747 Aspen Ave NE,Calgary,Tuscany,51.131974,-114.2435,Townhouse,2,1.5,947,0,1998,2025-07-24,290000
AB-01416,1289 Bow Dr SE,Calgary,Inglewood,51.023326,-114.033616,Condo,3,2.5,1271,0,1964,2024-11-10,458200
AB-01417,6597 Sunalta Gate SE,Calgary,Auburn Bay,50.900971,-113.953388,Condo,4,1.0,1111,0,1965,2024-10-07,335500
AB-01418,16056 Maple Blvd NW,Edmonton,Oliver,53.538011,-113.528924,Detached,3,4.0,2040,4347,2006,2024-07-17,898100
AB-01419,9956 Whyte Rd NW,Calgary,Beltline,51.032268,-114.055491,Townhouse,3,1.5,1556,0,1965,2024-09-01,566400
AB-01420,8536 Crowchild Ave NW,Edmonton,Old Strathcona,53.533555,-113.521356,Condo,2,2.0,1135,0,2000,2025-10-07,345700
AB-01421,9195 Prospect Rd NE,Calgary,Bridgeland,51.039135,-114.056287,Detached,6,5.0,2845,3670,1980,2024-11-20,1358700
AB-01422,6092 Heritage Gate SE,Calgary,Evanston,51.170695,-114.086102,Detached,5,4.0,2911,5426,1971,2025-04-08,1044700
AB-01423,7516 Jasper Blvd NW,Calgary,Tuscany,51.114485,-114.243512,Detached,4,2.5,1869,6850,2004,2025-03-19,793800
AB-01424,8137 Maple Rd NW,Edmonton,Oliver,53.527457,-113.48846,Detached,3,4.0,2369,2836,1992,2025-02-25,894600
AB-01425,9896 Whyte Gate SW,Calgary,Tuscany,51.119585,-114.263781,Detached,4,4.5,3074,2522,2014,2025-10-23,1089200
AB-01426,3526 Spruce St SW,Calgary,Evanston,51.165619,-114.115059,Detached,5,4.0,2243,4501,2024,2024-06-29,926400
AB-01427,8439 Jasper St NW,Calgary,Kensington,51.049283,-114.119102,Condo,1,1.0,696,0,1982,2026-01-07,266300
AB-01428,14823 Township Ave NW,Edmonton,Glenora,53.54665,-113.542247,Detached,6,4.0,3060,5457,1993,2026-05-04,1610400
AB-01429,285 Saddleback Way NW,Calgary,Beltline,51.044689,-114.037137,Townhouse,2,3.0,907,0,1965,2024-11-14,305300
AB-01430,12539 Crowchild Way NW,Edmonton,Westmount,53.564663,-113.541503,Townhouse,4,4.0,1637,0,1986,2025-12-03,538600
AB-01431,5297 Whyte Dr NE,Calgary,Mahogany,50.873714,-113.951635,Detached,4,4.5,2042,3955,2014,2026-03-27,902900
AB-01432,234 Sunalta Ave NW,Edmonton,Glenora,53.54322,-113.537569,Detached,4,4.0,2597,6409,1970,2025-03-07,1229500
AB-01433,9981 Spruce Gate NE,Calgary,Tuscany,51.114905,-114.239848,Townhouse,4,2.5,1235,0,1979,2025-12-01,367300
AB-01434,5451 Crowchild Dr NE,Calgary,Beltline,51.032348,-114.070627,Detached,5,3.5,2287,5218,1963,2026-04-24,1270000
AB-01435,10139 Hawthorn Dr NW,Edmonton,Bonnie Doon,53.521623,-113.45094,Condo,4,2.0,1249,0,2016,2025-08-28,341900
AB-01436,12891 Township Rd NW,Edmonton,Bonnie Doon,53.500555,-113.453467,Detached,5,4.0,3113,3081,1997,2026-04-12,1068800
AB-01437,14031 Aspen Dr NW,Edmonton,Old Strathcona,53.515318,-113.51481,Detached,4,5.0,2935,6251,2015,2025-03-23,1324400
AB-01438,4586 Jasper Dr SE,Calgary,Inglewood,51.046175,-114.023748,Townhouse,3,2.5,1186,0,1983,2025-03-27,457600
AB-01439,14760 Crowchild Cres NW,Edmonton,Windermere,53.429685,-113.64026,Detached,2,3.0,1504,3529,1982,2026-01-27,600800
AB-01440,1272 Spruce Cres NW,Calgary,Signal Hill,51.092842,-114.16355,Semi-Detached,3,3.5,1728,4184,1959,2024-09-29,663600
AB-01441,3750 Maple Rd NW,Edmonton,Terwillegar,53.442514,-113.597641,Detached,5,4.5,2036,5743,1988,2025-10-10,913000
AB-01442,3743 Hawthorn Rd NW,Edmonton,Garneau,53.528556,-113.536805,Detached,3,2.0,1733,6159,2009,2025-11-16,738600
AB-01443,10622 Aspen Way NW,Edmonton,Bonnie Doon,53.519781,-113.473597,Condo,2,3.0,925,0,1987,2024-06-09,228200
AB-01444,3575 Sunalta Dr SE,Calgary,Inglewood,51.033189,-114.036063,Detached,4,4.0,2002,4459,1995,2026-03-15,1089600
AB-01445,13136 Willow Gate NW,Edmonton,Garneau,53.512028,-113.539516,Condo,2,1.5,842,0,2018,2026-04-16,276500
AB-01446,11001 Spruce Way NW,Edmonton,Garneau,53.537006,-113.525736,Townhouse,3,2.5,1084,0,1996,2026-02-26,355000
AB-01447,2296 Bow Ave NW,Edmonton,Westmount,53.528018,-113.558093,Semi-Detached,3,3.0,1511,3002,2002,2025-10-01,534500
AB-01448,619 Elbow Cres SE,Calgary,Auburn Bay,50.881089,-113.946838,Detached,3,2.5,1606,7340,2026,2025-09-15,832800
AB-01449,6983 Saddleback Dr NW,Edmonton,Windermere,53.398787,-113.611411,Detached,4,3.0,1848,2565,1991,2025-03-25,731400
AB-01450,2054 Aspen Blvd NW,Edmonton,Old Strathcona,53.508402,-113.513549,Detached,6,3.5,2611,4306,2000,2024-09-30,1130700
AB-01451,4509 Cedar Blvd NW,Edmonton,Garneau,53.504503,-113.519462,Detached,3,4.0,1652,6409,2005,2025-01-07,694800
AB-01452,5982 Elbow Rd NW,Edmonton,Summerside,53.403873,-113.43559,Semi-Detached,5,2.0,1835,2682,1979,2025-07-18,453500
AB-01453,13132 Bow St NW,Edmonton,Summerside,53.404989,-113.431798,Townhouse,4,1.5,1051,0,2024,2025-02-01,336300
AB-01454,17885 Spruce Gate NW,Edmonton,Terwillegar,53.449527,-113.59177,Detached,4,2.5,1862,6604,1992,2025-05-09,824100
AB-01455,4809 Maple Cres SW,Calgary,Bridgeland,51.052017,-114.050244,Detached,4,5.0,2516,6957,1967,2025-12-02,1455300
AB-01456,17444 Maple St NW,Edmonton,Westmount,53.55761,-113.520587,Detached,3,3.0,1414,4110,2023,2025-01-30,491500
AB-01457,1422 Hawthorn Rd NW,Edmonton,Westmount,53.550865,-113.531364,Condo,2,1.0,714,0,1997,2026-05-21,185400
AB-01458,922 Bow St NW,Edmonton,Windermere,53.433686,-113.648741,Semi-Detached,3,2.0,1506,2308,1990,2024-11-01,575200
AB-01459,2768 Sunalta Gate SW,Calgary,Kensington,51.064727,-114.085609,Detached,3,1.5,1511,7075,2016,2024-11-10,816500
AB-01460,1782 Jasper St NW,Edmonton,Windermere,53.425471,-113.64084,Townhouse,3,1.5,1528,0,2012,2024-12-24,520700
AB-01461,8128 Maple Way NW,Edmonton,Oliver,53.541632,-113.53355,Detached,2,2.5,1704,4539,2024,2026-03-18,683800
AB-01462,18158 Macleod Way NW,Edmonton,Glenora,53.527577,-113.532095,Detached,6,4.0,2542,5957,1957,2025-09-19,1233200
AB-01463,4371 Cedar Ave NE,Calgary,Bridgeland,51.065526,-114.054551,Condo,2,2.0,1145,0,1980,2025-04-27,425900
AB-01464,2207 Saddleback Dr NW,Edmonton,Summerside,53.4348,-113.432309,Semi-Detached,4,4.0,1863,3603,2012,2026-01-25,609900
AB-01465,5958 Crowchild Rd NW,Calgary,Beltline,51.019547,-114.084628,Detached,4,3.5,2498,3423,1988,2025-05-10,1121200
AB-01466,18347 Bow St NW,Edmonton,Oliver,53.547467,-113.523361,Detached,3,4.5,2104,6520,1977,2024-11-20,792700
AB-01467,8518 Saddleback Ave NW,Edmonton,Windermere,53.44157,-113.603971,Detached,5,4.0,3034,5183,1998,2025-03-10,1346200
AB-01468,5063 Hawthorn Cres NE,Calgary,Tuscany,51.139769,-114.264705,Condo,2,1.0,658,0,1967,2026-01-26,160500
AB-01469,5346 Whyte St NW,Edmonton,Bonnie Doon,53.490625,-113.468813,Semi-Detached,3,4.0,1698,2663,1976,2025-01-26,537500
AB-01470,11202 Cedar Ave NW,Edmonton,Bonnie Doon,53.523625,-113.454156,Detached,4,2.0,1764,7242,2022,2024-09-02,738500
AB-01471,641 Riverside Dr NE,Calgary,Auburn Bay,50.888963,-113.976231,Semi-Detached,3,3.0,1389,3252,1989,2024-09-08,557500
AB-01472,6792 Hawthorn Blvd NW,Calgary,Mahogany,50.879779,-113.892818,Detached,4,4.0,2414,3485,1960,2025-06-25,1068100
AB-01473,3372 Glenmore Dr NW,Edmonton,Old Strathcona,53.531209,-113.5038,Detached,4,4.0,3089,4731,1975,2025-08-08,1276400
AB-01474,5273 Maple Gate NW,Calgary,Tuscany,51.113541,-114.244171,Detached,5,5.0,2867,3240,2017,2025-03-16,1129900
AB-01475,10478 Jasper Dr NW,Edmonton,Terwillegar,53.477686,-113.600158,Townhouse,2,2.5,1050,0,2024,2025-03-21,349900
AB-01476,1551 Riverside Dr NW,Calgary,Beltline,51.030686,-114.050656,Townhouse,4,3.0,1636,0,1977,2024-06-20,646100
AB-01477,2654 Heritage Rd NW,Edmonton,Westmount,53.555893,-113.532768,Detached,5,3.0,1912,4342,2010,2025-02-26,679100
AB-01478,2690 Township St SE,Calgary,Tuscany,51.112091,-114.246157,Detached,3,3.5,1482,5370,1996,2025-08-21,604600
AB-01479,4137 Riverside Cres NW,Edmonton,Oliver,53.549382,-113.523264,Detached,4,4.0,2725,6814,1997,2025-02-25,1149100
AB-01480,1731 Crowchild Rd NE,Calgary,Mount Royal,51.025337,-114.113094,Townhouse,2,3.5,1266,0,1971,2024-12-10,718400
AB-01481,6408 Prospect St NW,Edmonton,Old Strathcona,53.502657,-113.499132,Condo,1,2.5,622,0,2026,2025-01-04,209100
AB-01482,1148 Maple Way SE,Calgary,Beltline,51.042731,-114.095989,Condo,4,3.5,1180,0,1963,2025-08-16,422700
AB-01483,9901 Heritage St NW,Calgary,Beltline,51.052931,-114.06827,Condo,2,1.5,923,0,2003,2024-08-16,347200
AB-01484,8589 Saddleback Rd SE,Calgary,Tuscany,51.110395,-114.228014,Detached,5,3.0,2074,5904,1983,2025-07-01,813700
AB-01485,9316 Hawthorn Ave NE,Calgary,Bridgeland,51.052052,-114.065328,Detached,5,3.5,2068,3615,2001,2025-04-13,1085700
AB-01486,8256 Jasper Rd NE,Calgary,Evanston,51.166856,-114.049384,Detached,5,3.5,2462,5713,2019,2024-09-01,1029600
AB-01487,12035 Maple Way NW,Edmonton,Glenora,53.52082,-113.561484,Townhouse,2,1.5,1398,0,2024,2025-04-06,577800
AB-01488,16311 Spruce Dr NW,Edmonton,Summerside,53.392924,-113.45475,Detached,5,5.0,2481,7100,1971,2025-05-23,863800
AB-01489,6014 Cedar Gate NW,Edmonton,Summerside,53.411398,-113.387667,Detached,6,4.0,3156,5555,1999,2025-07-10,1041400
AB-01490,9208 Prospect Dr NW,Edmonton,Old Strathcona,53.528056,-113.482945,Detached,4,2.5,1574,4785,2025,2024-09-30,697600
AB-01491,1569 Spruce Ave NE,Calgary,Inglewood,51.035838,-114.049746,Detached,3,2.5,1721,6775,1991,2024-09-13,868900
AB-01492,1774 Spruce Dr NW,Calgary,Kensington,51.061568,-114.100531,Townhouse,3,3.0,1536,0,2018,2024-08-12,699600
AB-01493,12239 Macleod Gate NW,Edmonton,Westmount,53.53145,-113.551098,Detached,4,4.0,2000,4077,1989,2026-04-17,774200
AB-01494,8771 Memorial Gate SW,Calgary,Bridgeland,51.039394,-114.046979,Condo,2,1.5,859,0,2009,2025-07-29,371500
AB-01495,10790 Riverside Ave NW,Edmonton,Glenora,53.517416,-113.566026,Detached,4,3.0,1775,6842,2026,2024-11-27,921500
AB-01496,1366 Memorial Gate NE,Calgary,Bridgeland,51.056438,-114.044216,Detached,3,3.5,1668,3285,1978,2025-11-12,821200
AB-01497,5317 Elbow St NW,Calgary,Mount Royal,51.046701,-114.074408,Townhouse,1,2.0,1013,0,1970,2025-01-30,546200
AB-01498,5607 Saddleback Gate SE,Calgary,Beltline,51.041556,-114.106984,Condo,2,2.0,748,0,1961,2024-06-14,229400
AB-01499,2454 Cedar Gate NW,Edmonton,Terwillegar,53.452175,-113.575729,Detached,5,5.0,2746,5502,1980,2026-05-18,1088700
AB-01500,2171 Macleod Blvd SW,Calgary,Inglewood,51.013133,-114.044889,Townhouse,1,2.0,1014,0,1992,2025-09-30,362700
AB-01501,3897 Township St NE,Calgary,Mahogany,50.877209,-113.939494,Townhouse,2,1.5,1519,0,2020,2025-03-15,532200
AB-01502,18079 Sunalta Blvd NW,Edmonton,Bonnie Doon,53.513682,-113.480874,Semi-Detached,3,2.5,1437,4081,1956,2025-09-07,466800
AB-01503,12452 Willow Gate NW,Edmonton,Glenora,53.548497,-113.530108,Condo,3,2.5,709,0,1986,2026-03-12,254100
AB-01504,8464 Elbow Cres NW,Edmonton,Westmount,53.54902,-113.517629,Detached,2,3.5,1567,6787,2022,2024-07-11,575200
AB-01505,6795 Glenmore Gate NW,Edmonton,Terwillegar,53.458967,-113.583634,Detached,4,3.0,1894,4373,1999,2026-02-28,835800
AB-01506,6082 Crowchild Rd NW,Edmonton,Terwillegar,53.479982,-113.595985,Townhouse,4,2.5,1216,0,2008,2026-03-03,438700
AB-01507,11591 Elbow Ave NW,Edmonton,Oliver,53.528736,-113.492464,Detached,5,3.0,1862,6107,1992,2024-06-09,804200
AB-01508,2607 Maple Blvd NW,Calgary,Kensington,51.055061,-114.092811,Townhouse,3,3.0,1643,0,2017,2024-12-29,778600
AB-01509,318 Elbow St NE,Calgary,Auburn Bay,50.873819,-113.969283,Detached,4,2.0,1966,4083,2006,2025-12-17,790300
AB-01510,5209 Prospect Gate SE,Calgary,Mahogany,50.882186,-113.909414,Townhouse,3,3.5,1146,0,1985,2024-08-07,381300
